processing_time,time
0.00024000021333352295,1.4232599317866061
0.0002191113058767069,0.0026413356811871846
0.00016800014933338048,0.003290669591706319
0.0003128891670125533,0.0029026692468170356
0.000165333480296459,0.0026640023680020164
0.00015333346962975725,0.002489335546075999
0.00031644472572867066,0.0024440021724463357
0.0002053335158520575,0.0023746687774834907
0.00020266684681491398,0.002863113656101035
0.0002004446226173684,0.00250622444997739
0.0001515556902713655,0.0027342246526442793
0.00017244459772847165,0.0028831136738789453
0.00015777791802484842,0.002879113670323452
0.00020800018488875693,0.002539113368100754
0.00022888909234586308,0.00354133648118804
0.00017733349096316076,0.0025777800691377806
0.00016933348385217428,0.0025724467310634935
0.0003915559036054006,0.0026844468306195246
0.00018488905323499338,0.00247377997669318
0.00018222238419740577,0.0025128911225698047
0.00017244459772847165,0.0023853354536318427
0.00017466682192601724,0.002308446496396943
0.00017288904256806958,0.0029902248801998432
0.00018177793935825193,0.0023337798522486963
0.00018088904967950015,0.002356446539063306
0.00017955571516070634,0.0024768910905699215
0.000170666818370524,0.002415113257878687
0.00021555574716058956,0.002709780186471278
0.00043733372207421795,0.002373335442964919
0.00017111126321012193,0.002564446723952507
0.00019466683970348342,0.002458668852149959
0.00020311129165451192,0.002430224382421464
0.00018355571871619958,0.0024355577204957513
0.00018400016355535342,0.002555113382323171
0.00028711136632120215,0.00305022493353313
0.00015600013866690077,0.002772891353680862
0.0002480002204445775,0.0026204467737303005
0.00030977805313625595,0.00274133577007607
0.00023466687525930396,0.0026266690014833394
0.0001848890532345493,0.002938669278817141
0.00021333352296304398,0.0031377805669161596
0.00015111124543221166,0.0027066690725945364
0.00016977792869132813,0.002735113542323475
0.0002111112987654984,0.0027386691010393704
0.00015377791446935518,0.0029395581684963368
0.0001791112703211084,0.0027377802113601746
0.0003568892061238671,0.003461780854916441
0.0001671112596546287,0.0026426690157057564
0.00022044464039527867,0.002890669236150334
0.00018400016355535342,0.002724446866174901
0.00022000019555568073,0.0027537802255825916
0.0001515556902718096,0.0025942245281997955
0.0003284447363953724,0.002905780360693555
0.0001622223664199396,0.002752446891063798
0.0001480001315559143,0.002996447107952882
0.00015377791446935518,0.002799558044051409
0.00017733349096316076,0.0028595580973851398
0.00023111131654340866,0.0029831137627676085
0.00018800016711129075,0.0026373356776319135
0.0002591113414323054,0.0027217801971377575
0.0001502223557530158,0.002814669168595074
0.00018933350162964047,0.0027586691188172807
0.00017200015288842962,0.0026795579373848355
0.0002711113520987851,0.0030675582822734526
0.00025511133787681217,0.0028840025635581412
0.00017333348740766752,0.002410224364644442
0.0001515556902713655,0.002875558111608001
0.00021644463684022952,0.0029146692574837374
0.00017600015644525513,0.0026053356491875235
0.0003128891670129974,0.002378668781038762
0.00023111131654296457,0.0029133359229653877
0.00016444459061748518,0.0028337802966937886
0.00015200013511140753,0.0026533356918543305
0.0001515556902713655,0.002650669022816743
0.000160000142222394,0.0025693356171876403
0.0001968890639014731,0.002624446777286238
0.00015422235930895312,0.0028626692112618812
0.00015555569382730283,0.0025511133787681217
0.00016933348385261837,0.002512002232890609
0.00015155569027225368,0.0028915581258290857
0.00015688902834565255,0.002991113769878595
0.00015688902834565255,0.002543113371656247
0.00015155569027225368,0.0029626693001505444
0.00015688902834654073,0.0027217801971373135
0.00029200025955589126,0.002714669079706411
0.0001515556902713655,0.0024044465817310012
0.00038222256197517623,0.002768002460446617
0.00015511124898814899,0.002548002264890492
0.00014888902123466607,0.002874224777088763
0.00015600013866645668,0.0027653357914090293
0.0003297780709141662,0.002708891296792082
0.00016044458706243603,0.0025462244855329885
0.00015333346962975725,0.002463557745384648
0.00018533349807459132,0.003445336395854426
0.00016044458706154785,0.002571557841385186
0.0003235558431606833,0.003300002933335655
0.0001551112489872608,0.002884447008397295
0.0001502223557530158,0.0027813358056318904
0.0001586668077031561,0.002618668994372797
0.00035777809580306297,0.003322669620150265
0.00015155569027225368,0.0027911135921012686
0.0001920001706663399,0.0025906689694839002
0.00015244457995056138,0.002894669239705827
0.00017600015644436695,0.0028133358340758363
0.00015688902834565255,0.0030688916167926905
0.0002324446510613143,0.003343114082768217
0.00016755570449422663,0.002425335489187219
0.0001502223557530158,0.002549780044248884
